published_at,cleaned_text,sentiment_score,sentiment,topic
2024-12-12T06:06:07Z,winner china xi warns u trade war chinese president xi jinping warned would winner trade war u read full article rt com chinese president xi jinping warned neither side emerge victorious event trade war u chinese leader spoke tuesday head major international econ 1873 char trade war,-0.9118,negative,trade wars
2024-12-05T22:37:37Z,world war iii already world war iii already third column 11th story link related story syria long dormant civil war reignites paper assad fall putin mullah could next israeli air strike beirut november 22 2024 via getty image axis upheaval marchand u must figure respond feel like world fire right 10145 char trade war,-0.9517,negative,trade wars
2024-12-10T06:46:08Z,china xi warns winner trade war u chinese president xi jinping warned tuesday would winner trade war united state vowed country would hit growth chinese president xi jinping warned tuesday would winner trade war united state vowed country would hit growth goal year former u president 3681 char trade war,0.25,positive,trade wars
2024-11-28T02:10:19Z,everything need know crimson jack star war first pirate master han solo rival one first original star war villain ever appear star war non movie material crimson jack pirate leader rival han solo first major pirate star war franchise crimson jack debuted shortly new hope quickly became major threat han solo newfound rebel ally crimson jack debuted 4995 char trade war,-0.9747,negative,trade wars
2024-11-25T08:47:09Z,removed removed removed trade war,-0.5994,negative,trade wars
2024-12-20T15:30:40Z,collection bread circus coming discussion gladiator ii ii week want discus place bread circus narrative roman decadence decline one coming discussion gladiator ii ii week want discus place bread circus narrative roman decadence decline one phras 37002 char trade war,-0.5106,negative,trade wars
2024-12-18T14:52:10Z,new star war clone trooper super battle droid 2 pack revealed war rage star war gift galaxy campaign coming end final set reveals two new set revealed including one take collector back battle geonosis hasbro pulse unveiled exclusive star war posted collectible hasbro tagged hasbro star war step galaxy far far away hasbros final star war gift galaxy figure including new clone trooper bundle ul li unle 2390 char trade war,-0.9796,negative,trade wars
2024-11-29T19:32:13Z,hottest coldest star war gaming release time power force strong bundle game disney classic black friday humble bundle sale showcase best star war game across wide range console generation celebrate assembled library star war classic power force strong bundle game disney classic black friday humble bundle sale showcase best star war game across wide range console generation 6055 char trade war,-0.2023,negative,trade wars
2024-11-26T22:08:03Z,trump trade war already starting tariff threat mexico canada china preview come u president elect donald trump already waded future trade war taking office proposal steep import tax product country top trade partner give pr 6740 char trade war,-0.936,negative,trade wars
2024-12-02T11:00:00Z,trump say tariff mexico lower overdose death biden policy already u experiencing drop drug fatality thanks part biden policy chris hayes explains trump trade war could threaten progress adapted excerpt nov 26 episode chris hayes even ally president elect donald trump admitting plan tariff drive cost pretty 4826 char trade war,-0.9349,negative,trade wars
2024-11-27T06:19:14Z,monetary policy response tariff shock trump tariff scheme weakens economy enough fed would better ease rather tighten even inflation increase yves post discus widespread assumption trump move forward plan impose across board tariff america three biggest trade partner inflation 13865 char trade war,-0.5106,negative,trade wars
2024-12-04T18:42:49Z,trump trade threat may silver lining europe brussels may many trade riposte china could turn trade war economic liberation among many country targeted u president elect donald trump tariff threatsa net recently widened include brics country much think abandoning doll 8610 char trade war,-0.93,negative,trade wars
2024-12-11T02:40:00Z,skeleton crew jude law episode 3 cliffhanger jod secret adventure literally beginning following contains spoiler episode 3 star war skeleton crew streaming disney episode 3 disney star war skeleton crew saw mysterious jod na nawood played jude law lead way brig wim fern kb following contains spoiler episode 3 star war skeleton crew streaming disney episode 3 disney star war skeleton crew saw mysterious jod na nawood played jude 3790 char trade war,-0.9371,negative,trade wars
2024-12-19T13:25:56Z,trumponomics bring boom bust 2025 many american voted donald trump last month hope dealmaker president would usher period economic renewal would lift business worker alike merit trump likely policy remain hotly debated capric j bradford delong oscar winning screenwriter william goldman famously summed hollywood three word nobody know anything said incoming trump administration 9789 char trade war,0.6369,positive,trade wars
2024-11-25T14:48:04Z,african state thanks russia help lifting diamond export ban car thanked russia role lifting diamond trade restriction read full article rt com central african republic car president faustin archange touadera expressed gratitude russian president vladimir putin russia pivotal role helping lift restriction countr 1744 char trade war,0.7269,positive,trade wars
2024-12-09T22:29:41Z,amazed samsung xr glass shifted different focus originally implied samsung spooked playing safe xr glass ditch display snapdragon xr2 early 2025 launch 90 first production run key takeaway ul li samsung xr glass project apparently pivoted since vr rumor emerged newly leaked short production run display lower tier soc addition delay 8589 char trade war,-0.4215,negative,trade wars
2024-11-27T18:01:01Z,brussels paris decide eu mercosur trade deal lula france get decide whether free trade deal eu south america mercosur bloc go ahead brussels brazilian yahoo using ai generate takeaway article mean info may always match article reporting mistake help u improve experience generate key takeaway f 2502 char trade war,0.3818,positive,trade wars
2024-12-17T05:03:00Z,invading mexico solve cartel problem proposal use military force southern neighbor territory neglect lesson war terror drug post invading mexico solve cartel problem appeared first american conservative era seemingly never ending foreign domestic crisis incoming trump administration signaled openness idea tackle issue straddle sphere use military 10482 char trade war,-0.9623,negative,trade wars
2024-12-16T18:00:43Z,thrustmaster flight hotas one microsoft flight simulator edition review without doubt best budget flight stick beginner fascinated msfs 2024 unashamed promotional release stellar yet affordable pick flight simulation beginner still best value hotas combo microsoft flight simulator become mainstream attraction recent release starting 2020 spectacular virtual recreation entire planet following successor 11836 char trade war,-0.0325,negative,trade wars
2024-12-04T19:42:25Z,peter navarro power u trade policy anything shortly president donald trump launched good easy win trade war 2017 peter navarro sat cnn jake tapper defend shortly president donald trump launched good easy win trade war 2017 peter navarro sat cnn jake tapper defend use tariff asked whether american w 4331 char trade war,0.8176,positive,trade wars
2024-12-10T06:51:17Z,china xi warns winner trade war u chinese president xi jinping warned tuesday would winner trade war united state vowed country would hit growth goal year chinese president xi jinping warned tuesday would winner trade war united state vowed country would hit growth goal year former u president 3647 char trade war,0.25,positive,trade wars
2024-12-19T14:08:54Z,west dying working western power strong ever changed combination socialism financier collapsing prospect bottom 50 surrender mind big tech given rise overweening western elite little use western power strong ever changed combination socialism financier collapsing prospect bottom 50 surrender mind big tech given 6556 char trade war,0.4019,positive,trade wars
2024-12-10T22:43:56Z,trump refers governor justin trudeau great state canada justin trudeau popular canada put mildly 28 approval rating election called liberal party would get crushed conservative one thing country large diverse canada agrees justin trudeau popular canada put mildly 28 approval rating election called liberal party would get crushed conservative 1770 char trade war,0.9118,positive,trade wars
2024-12-16T23:00:09Z,trade war accelerate post trade war accelerate appeared first daily reckoning trade war china heating implication future america massive post trade war accelerate appeared first daily reckoning donald trump first term u tariff china increased 3 2016 19 end 2020 result china share u trade deficit dropped 47 26 however 4608 char trade war,-0.9633,negative,trade wars
2024-12-10T17:49:34Z,push pull sino american chip politics lot going behind scene local chip market lot focused front runner nvidia amer amp chinese flag table decoration u china ceremony renewing 1989 moa memo agreement intl trade commercial launch service photo forrest anderson getty image 5396 char trade war,0.2263,positive,trade wars
2024-12-06T05:42:04Z,world trade outlook uncertain u tariff threat say un world trade face uncertain outlook 2025 threat trade war global commerce hit new peak year u n said new york world trade face uncertain outlook 2025 threat trade war global commerce hit new peak year u n said u n trade development agency 1397 char trade war,-0.9808,negative,trade wars
2024-11-26T18:11:29Z,removed removed removed trade war,-0.5994,negative,trade wars
2024-12-10T21:44:36Z,china xi warns winner trade war u chinese president xi jinping warned tuesday would quot winner quot trade war united state vowed country would hit growth goal year donald trump return white house next month unleashed chinese president xi jinping warned tuesday would winner trade war united state vowed country would hit growth goal year donald trump 3644 char trade war,0.25,positive,trade wars
2024-12-20T05:00:00Z,trump clausewitz napoleonic war prussian general carl von clausewitz wrote seminal treatise war published 1832 war immediately recognized authoritative work today rather post napoleonic p napoleonic war prussian general carl von clausewitz wrote seminal treatise war published 1832 war immediately recognized authoritative work today r 7087 char trade war,-0.9823,negative,trade wars
2024-11-28T12:35:00Z,target black friday sale start best deal pokemon tcg apple board game one biggest anticipated black friday sale target black friday sale officially commenced target one popular retailer black friday one thing learned year finding deal know 15217 char trade war,0.4767,positive,trade wars
2024-11-28T09:20:00Z,best black friday deal start lowest price ps5 switch apple lego made biggest sale year dive best black friday deal 2024 across game console tech gadget toy much black friday sale officially commenced worked numerous black friday year experience always black friday actually start thanksgivi 13878 char trade war,0.4404,positive,trade wars
2024-12-10T06:45:00Z,china xi say trade war u winner beijing chinese president xi jinping warned tuesday dec 10 trade war united state would result winner state medium said ahead next month inauguration president elect donald trump former u president unleashed gr beijing chinese president xi jinping warned tuesday dec 10 trade war united state would result winner state medium said ahead next month inauguration presiden 1147 char trade war,-0.4215,negative,trade wars
2024-12-20T04:59:17Z,darth maul personal mantra perfectly explains star war allowed sith defeat jedi emperor palpatine plan beginning echoed word first apprentice jedi taken maul seriously one star war compelling powerful sith lord darth maul persistent menace whose sith code perfectly mirror palpatine empire rise power one palpatines earliest app 5806 char trade war,-0.7579,negative,trade wars
2024-12-14T17:31:56Z,ontario premier threatens u trump tariff cut energy ontario carry threat million american would without electricity major oil pipeline would shut trade war neighbor dumbest war source wwny ontario canada wwny canada appears ready fight bac ontario carry threat million american would without electricity major oil pipeline would shut trade war neighbor dumbest war ontario cana 1035 char trade war,-0.9887,negative,trade wars
2024-12-17T17:14:05Z,irish support palestinian stand firm despite israeli anger israel may withdrawn ambassador irish support palestinian deep rooted ireland decision join south africa international court justice icj case accusing israel committing genocide gaza continues feed diplomatic storm many observer 7261 char trade war,0.827,positive,trade wars
2024-11-26T15:19:25Z,agri food caught crossfire looming trade war wto paralysis implemented trump tariff policy could escalate trade tension trigger wto dispute would difficult resolve due paralysis appellate body implemented trump tariff policy could escalate trade tension trigger wto dispute would difficult resolve due paralysis appellate body trade war,-0.9524,negative,trade wars
2024-12-06T16:09:39Z,trump tariff exchange rate strong dollar problem message election u japan trump win highlight popular anger u japan europe economy despite high stock price low unemployment yves richard koo famed creation balance sheet recession explain japan lost decade growth offer fresh angle u japanese voter gone throw 34124 char trade war,-0.2732,negative,trade wars
2024-12-05T20:58:40Z,trump want convicted former trade adviser back side donald trump pick peter navarro adviser trade manufacturing illustrates desire loyalty economic nationalism president elect donald trump picked former trade adviser peter navarro join next administration senior counselor trade manufacturing compared trump 5658 char trade war,0.5859,positive,trade wars
2024-12-17T11:30:00Z,confused laptop cpu model name cheat sheet want go tech rabbit hole leave utterly confused try understanding processor getting window laptop zeal push ai selling point intel amd renaming laptop processor tossing th skip contenttype search hit enter purchase link article may earn small commission affect editorial independence want go te 6771 char trade war,-0.8779,negative,trade wars
2024-11-27T18:06:17Z,brussels paris decide eu mercosur trade deal lula france get decide whether free trade deal eu south america mercosur bloc go ahead brussels brazilian president luiz inacio lula da silva said wednesday france get decide whether free trade deal eu south america mercosur bloc go ahead brussels brazilian president luiz inacio lula da silva said wednes 2288 char trade war,0.4019,positive,trade wars
2024-12-09T04:59:04Z,trump lay agenda including mass deportation tv interview u president elect promise make good election pledge ending birthright citizenship expanding tariff united state president elect donald trump promised make good election promise mass deportation new tariff first television interview since election appearing n 4299 char trade war,0.8689,positive,trade wars
2024-12-05T08:01:43Z,nation finally turn g20 global south south african presidency managing agenda changing vision world economy read full article rt com south africa assumes presidency g20 december 2024 carry hope africa global south equitable world order pivotal moment come amid growing discon 9082 char trade war,0.1779,positive,trade wars
2024-12-14T19:02:12Z,tariff threatened trump could undermine food energy security sask premier warns saskatchewan premier scott moe warning 25 per cent tariff u president elect donald trump threatening would hurt canada food energy sector disastrous economic stability security side border saskatchewan premier scott moe warning 25 per cent tariff u president elect donald trump threatening would hurt canada food energy sector disastrous economic stability 5233 char trade war,-0.979,negative,trade wars
2024-12-09T16:00:00Z,star war advent calendar day 9 star war reached 30th anniversary 2007 also seminal year lego star war introducing battle pack one iconic lego set ever produced encapsulating year single item may difficult continue reading posted capnrex101 09 dec 2024 16 00 star war reached 30th anniversary 2007 also seminal year lego star war introducing battle pack one iconic lego 1033 char trade war,-0.9839,negative,trade wars
2024-12-06T14:30:00Z,housing 2024 review ftc rent fixing worst policy year last post reflected grant pas decision one important serious issue housing issue 2024 contrary idea conjured famous statue outside headquarters mission federal trade commission fairness control market outcome latest attempt 6347 char trade war,-0.7184,negative,trade wars
2024-11-29T10:51:13Z,wto chief reappointed trump threat loom world trade organization chief ngozi okonjo iweala reappointed friday second term shadow coming return donald trump disdain international trade rule world trade organization chief ngozi okonjo iweala reappointed friday second term shadow coming return donald trump disdain international trade rule okonjo 4369 char trade war,-0.9371,negative,trade wars
2024-12-04T11:03:36Z,anticipating trump foreign policy even prediction based campaign statement cabinet appointment leave u uncertain donald trump approach big foreign policy issue still situate worldview longer running u tradition hardly first even prediction based campaign statement cabinet appointment leave u uncertain donald trump approach big foreign policy issue still situate worldview lo 6484 char trade war,-0.8271,negative,trade wars
2024-11-29T07:30:20Z,wto chief face heavy task trump threat loom world trade organization chief ngozi okonjo iweala expected reappointed friday second term shadow coming return donald trump disdain international trade rule world trade organization chief ngozi okonjo iweala expected reappointed friday second term shadow coming return donald trump disdain international trade r 4014 char trade war,-0.9371,negative,trade wars
2024-12-02T05:00:39Z,trump senseless economic war incoming trump administration seems determined wage many economic war president elect reportedly plan pursue another maximum pressure campaign iran goal bankrupting country threatening new incoming trump administration seems determined wage many economic war president elect reportedly plan pursue another maximum pressure campaign iran goal 5497 char trade war,-0.9618,negative,trade wars
2024-12-02T00:17:00Z,sipri weapon trade booming worldwide especially russia earnings weapon sale rose worldwide 2023 according sweden based peace research institute sipri arm manufacturer russia middle east grew war ukraine gaza strip primarily driving demand weapon military equipment growing tension east asia also role 2023 total revenue world 4948 char trade war,-0.9001,negative,trade wars
2024-11-29T02:57:04Z,gold price set biggest monthly decline one year gold price gained friday supported weaker greenback geopolitical woe course worst monthly performance since september rahul paswan reuters gold price gained friday supported weaker greenback geopolitical woe course worst monthly performance since september 2023 due 1995 char trade war,-0.9403,negative,trade wars
2024-11-27T15:26:49Z,four investor rule survive tariff western action oriented philosophy pressure u think something must done something must changed stock reshuffled bond purged crypto hoarded shodd first survival rule remember wise buddhist admonition turn typical western adage head dont something stand tempting macro shock like tariff hit 4014 char trade war,-0.4767,negative,trade wars
2024-12-13T11:29:07Z,oil bear may rule 2025 hedged shale drillers oversupplied market lower oil price beckon many market predicting higher non opec production supply glut start trading 2025 tugboat push crude oil tanker habrut reception terminal operated sinopec group january 30 2023 zhoushan zhejiang province china vcg via getty image many oil 4324 char trade war,-0.8689,negative,trade wars
2024-11-26T16:46:10Z,holiday 2024 reading list every week p book recommendation newsletter available free registered project syndicate user p contributor share book found insightful informative otherwise compelling holiday season present selectio every week p book recommendation newsletter available free registered project syndicate user p contributor share book found insightful informative otherwis 6277 char trade war,0.9081,positive,trade wars
2024-11-29T14:04:46Z,4 million see mortgage cost rise say bank 4 4 million uk household could see repayment increase 2027 half uk mortgage holder could see payment increase next three year bank england said estimate 4 4 million mortgage expected see payment rise 2912 char trade war,-0.0772,negative,trade wars
2024-11-27T06:04:02Z,analysis investor cling crash protection despite sizzling u stock market rally demand option protection equity market crash rising even post election rally take u stock record high worry despite u stock market post election rally record high investor increasingly seeking protection potential market crash demand option hedge extreme market 4461 char trade war,-0.9423,negative,trade wars
2024-11-26T14:32:55Z,miner trapped underground south africa latest official arrested group 14 people emerged unassisted including teenage boy south african police week arrested group 14 people resurfaced gold mine thats centre tense week long standoff unauthorised miner authority 6790 char trade war,-0.9393,negative,trade wars
2024-12-10T06:14:38Z,china xi say trade war u winner chinese president xi jinping warned tuesday trade war united state would result winner state medium said ahead next month inauguration president elect donald trump beijing chinese president xi jinping warned tuesday trade war united state would result winner state medium said ahead next month inauguration president elect dona 1147 char trade war,-0.4215,negative,trade wars
2024-12-10T00:40:04Z,breitbart business digest senate republican could put trump trade agenda risk delaying tax cut outline republican legislative agenda trump second term beginning take shape key decision could send troubling signal business consumer post breitbart business digest senate republican could put trump trade ag republican risk economic slump delaying tax cut outline republican legislative agenda trump second term beginning take shape key decision could send troubling signa 4886 char trade war,-0.9538,negative,trade wars
2024-12-13T20:22:48Z,trump return impact chip war central question president elect land tariff china might retaliate one central arena competition 21st century battle computing powerand chip data energy go first term president donald trump kick star 19372 char trade war,-0.8519,negative,trade wars
2024-11-26T23:30:54Z,trump win part mysterious ominous worldwide trend keep feeling missing something big none explanation donald trump victory 2024 election capturing whole story explanation happened focused recent event u like bide keep feeling missing something big none explanation donald trump victory 2024 election capturing whole story explanation h 10734 char trade war,0.0516,positive,trade wars
2024-12-22T11:20:36Z,watch trade war nationalism sachet sip 2025 unpredictable year globally leader big country get transactional inflation stay interest rate decrease spur growth big country practice version nationalism trade war replace physical 2025 unpredictable year globally leader big country get transactional inflation stay interest rate decrease spur growth big country practice 4606 char trade war,-0.3612,negative,trade wars
2024-12-18T20:03:42Z,syria threat world rebel leader ahmed al sharaa tell bbc interview jeremy bowen leader rebel group hts say sanction syria lifted de facto leader syria ahmed al sharaa said country exhausted war threat neighbour west interview bbc damascus called 1417 char sanction,-0.9371,negative,sanctions
2024-11-29T12:50:15Z,putin tell russian reason panic ruble sink analyst say economy trouble vladimir putin dismissed ruble latest tumble analyst say falling oil price sanction spell problem russia economy russian stress ruble tumbling two year low vladimir putin said thursday analyst told business insider plenty cause concern russian leader told repor 3273 char sanction,-0.9217,negative,sanctions
2024-11-28T00:02:00Z,tornado cash sanction overturned u appeal court u federal appeal court ruled sanction tornado cash crypto transaction anonymization service must abandoned stating immutable smart contract constitute property u law treasury overstepped decision answer controversial privacy debate whether government via sanction list maintained u treasury department right target technology 866 char sanction,0.128,positive,sanctions
2024-12-17T06:00:52Z,russian general killed explosion moscow lieutenant general igor kirillov reportedly leaving residential block nearby scooter exploded high ranking general russian armed force killed explosion moscow lieutenant general igor kirillov nuclear biological chemical defence force nbc leaving 356 char sanction,-0.91,negative,sanctions
2024-12-02T11:50:32Z,china studying sanction russia figure handle invades taiwan report say china closely monitoring effect western sanction russia prepare possible invasion taiwan wall street journal reported tank firing nighttime exercise simulating response chinese attack penghu taiwan daniel ceng anadolu via getty image ul li china studying effect western sanction 3674 char sanction,-0.6705,negative,sanctions
2024-12-09T20:01:36Z,removed removed removed sanction,0.0,neutral,sanctions
2024-12-09T17:00:11Z,china open antitrust investigation nvidia chinese regulator investigating nvidia antitrust violation related company acquisition mellanox network hardware company tech vital ai chip china open antitrust investigation nvidia china open antitrust investigation nvidia nvidias 2020 acquisition mellanox move scrutinized chinese go 1856 char sanction,-0.25,negative,sanctions
2024-12-16T12:10:15Z,eu adopts new russia sanction targeting china shadow fleet european union adopted 15th package sanction russia invasion ukraine including tougher measure chinese entity yahoo using ai generate takeaway article mean info may always match article reporting mistake help u improve experience generate key takeaway b 2649 char sanction,0.6808,positive,sanctions
2024-12-02T06:06:01Z,exclusive top russian banker say sanction hit economy slow 2025 moscow reuters russia sanction hit militarized economy expected slow next year bank profit fall benchmark interest rate elena fabrichnaya gleb bryanski moscow reuters russia sanction hit militarized economy expected slow next year bank profit fall benchmark interest rate may 2764 char sanction,0.9201,positive,sanctions
2024-12-17T02:06:33Z,uk diplomat meet rebel leader damascus increasing effort made engage hts overthrew assad regime earlier month british diplomat held talk leader syrian rebel group hayat tahrir al sham hts following ousting president bashar al assad week ago image posted soci 1714 char sanction,0.0516,positive,sanctions
2024-12-20T05:32:47Z,u diplomat syria meet new authority first appearance formal u delegation decade sign dramatic shift since assad fall u diplomat syrian capital damascus plan meet representative hayat tahrir al sham hts group charge washington still designates terrorist 1615 char sanction,-0.6597,negative,sanctions
2024-12-05T20:47:14Z,georgia election worker move severe sanction giuliani attorney two ex georgia election worker asked judge impose severe sanction rudy giuliani call willful flouting court order attorney two former georgia election worker asking new york judge impose severe sanction rudy giuliani call one time new york mayor willful flouting bl 2179 char sanction,-0.7845,negative,sanctions
2024-11-28T15:56:16Z,trump face far emboldened kim jong un time around trump return power world complex dangerous place kim profited donald trump long reminisced unlikely bromance formed north korean dictator kim jong un president campaign trail claimed north korean leader missed 5747 char sanction,-0.4588,negative,sanctions
2024-12-13T19:51:38Z,xi jinping expected attend trump inauguration china ambassador expected attend official may join two people told bbc u partner cbs chinese president xi jinping unlikely attend u presidential inauguration january despite invitation donald trump according two people familiar planning china 2218 char sanction,0.296,positive,sanctions
2024-12-18T22:27:09Z,company expect beat apple number one smartwatch brand huawei battered sanction remains rare sight u managed topple apple world leading wrist wearable brand apple wearable device specifically smartwatches often deemed default best ecosystem around apple watch often cited core convenience doubt 3237 char sanction,0.4588,positive,sanctions
2024-12-12T19:43:16Z,three men accuse diddy rape sexual assault new lawsuit anonymous plaintiff allege rapper drugged laced drink assaulted unconscious three men accused sean diddy comb rape sexual assault new lawsuit alleging rapper drugged laced drink assaulted unconscious compl 2759 char sanction,-0.9843,negative,sanctions
2024-11-26T13:30:21Z,huawei launch android free o launch mate 70 foldable mate x6 smartphones huawei unveiled latest mobile o say longer us android open source code bloomberg reported harmonyos next supposedly built entirely house part huawei plan click accept partner including 237 part iab transparency amp consent framework also store access information device word use 678 char sanction,0.7783,positive,sanctions
2024-12-02T13:36:00Z,biden fire parting shot china chip industry ahead trump second term u introduced export restriction 140 chinese semiconductor company curb growth ai industry donald trump previously described china main threat u ai industry istock rebecca zisser bi ul li u introduced new export control china semiconductor industry 3289 char sanction,-0.6486,negative,sanctions
2024-12-16T18:49:50Z,western nation agree disrupt deter russia shadow fleet estonia say twelve western country agreed measure disrupt deter russia called shadow fleet vessel order prevent sanction breach andrius sytas tallinn reuters twelve western country agreed measure disrupt deter russia called shadow fleet vessel order prevent sanction breach increa 1186 char sanction,0.7096,positive,sanctions
2024-12-03T06:55:49Z,putin make official russia defense spending top russian banker said last week expects russia economic growth slow next year russian president vladimir putin approved record defense budget 2025 contributor getty image ul li putin signed record defense budget 2025 amid ongoing ukraine war li 3140 char sanction,0.5859,positive,sanctions
2024-12-07T11:30:00Z,u official recommend encryption apps amid chinese telecom hacking plus russian spy keep hijacking hacker infrastructure hydra dark web market admin get life sentence russia week top security news consortium global law enforcement agency led britain national crime agency announced takedown operation week two major russian money laundering network process billion 8213 char sanction,0.3612,positive,sanctions
2024-12-14T17:47:58Z,u official direct contact syrian rebel group ousted assad say blinken blinken would discus detail said important u convey message group conduct aqaba jordan u secretary state antony blinken said saturday american official direct contact syrian rebel group spearheaded overthrow president bashar 2416 char sanction,-0.1027,negative,sanctions
2024-12-13T15:05:33Z,fourteen north korean indicted fraudulent worker scheme extortion federal court st louis missouri yesterday indicted 14 national democratic people republic north korea dprk north korea long running conspiracy violate u sanction commit wire fraud money laundering identity note view indictment fbi wanted poster federal court st louis missouri yesterday indicted 14 national democratic people republic north korea dprk north k 10398 char sanction,-0.9081,negative,sanctions
2024-11-26T18:03:02Z,huawei launch mate 70 series self developed harmonyos huawei tuesday unveiled mate 70 series latest smartphone running company self developed harmonyos next operating system mark another step huawei drive technological independence amid ongoing u sanction mate 70 fol huawei tuesday unveiled mate 70 series latest smartphone running company self developed harmonyos next operating system mark another step huaweis drive technological 3284 char sanction,0.0,neutral,sanctions
2024-12-21T14:00:54Z,judge find spyware maker nso group liable attack whatsapp user federal judge california agreed whatsapp nso group israeli cybersurveillance firm behind pegasus spyware hacked system sending malware server thousand user phone whatsapp pa click accept partner including 237 part iab transparency amp consent framework also store access information device word use 678 char sanction,-0.0516,negative,sanctions
2024-12-05T06:12:37Z,major power plant fails cuba plunging island darkness blackout wednesday affected entire nation leaving million without electricity forcing authority suspend class work activity indefinitely havana new widespread power outage plunged cuba darkness wednesday one island major power plant failed leaving million without electricity forcing authority susp 2156 char sanction,-0.9089,negative,sanctions
2024-12-16T16:52:00Z,first public comment attributed assad claim never planned leave syria former syrian president bashar al assad issued first remark since opposition force took capital week ago telegram post moscow damascus syria former syrian president bashar al assad believed issued first remark since opposition force took syria week ago claiming departure coun 2175 char sanction,0.0382,positive,sanctions
2024-11-29T09:01:02Z,turkey angle trump break deadlock f 35 purchase u blocked turkey buying f 35 fighter security concern russian 400 air defense trump may help turkey undo ban turkey want revisit u ban acquiring f 35 stealth fighter william r lewis u air force ul li u blocked turkey acquiring f 35 stealth fighter li li turkey want f 35s 6124 char sanction,-0.6597,negative,sanctions
2024-11-26T00:14:20Z,new cash job centre plan boost workforce government reveals 240m investment plan increase number people working britain government promising major reform order reduce benefit bill getting people work unveiled plan entitled get britain working include 240m investment 5331 char sanction,0.9022,positive,sanctions
2024-12-16T12:46:08Z,taiwan get first u abrams tank amid fear possible china invasion taiwan received 38 abrams tank u boosting aged tank force time china stepping military aggression m1a2 abrams tank artur widak anadolu agency via getty image ul li taiwan received 38 abrams tank u tank come li li taiwan first delivery new type 2876 char sanction,-0.4588,negative,sanctions
2024-12-08T16:36:43Z,trump say believe american pay tariff plan guarantee anything trump november floated 25 tariff import canada china mexico top three trading partner united state president elect donald trump reiterated big believer tariff nbc meet press sunday remon haazen getty image ul li trump proposed 25 tariff import 2813 char sanction,0.6369,positive,sanctions
2024-12-10T08:06:22Z,top russian official say internal corruption surged 2024 30 000 official caught graft year igor krasnov russia prosecutor general said bribe involving official jumped 30 2024 compared 2023 igor krasnov russia prosecutor general pictured left said bribery 30 compared 2023 contributor getty image ul li igor krasnov russia prosecutor general say country 3341 char sanction,0.0,neutral,sanctions
2024-12-06T12:40:47Z,russia suffering record casualty west step support ukraine may struggle replace russia losing around 1 500 troop day institute study war said able sustain high casualty rate russian soldier ride self propelled mortar undisclosed location ukraine october russian defense ministry press service via ap ul li russia last month suffered record casualty acc 3323 char sanction,-0.9686,negative,sanctions
2024-11-26T07:27:00Z,want get job know bbc speaks young people yet enter workforce well chosen leave hassan say dealt constant anxiety finishing school two year ago young people must earn learn face benefit cut government plan get back work 6310 char sanction,0.34,positive,sanctions
2024-12-05T05:37:59Z,china encourages local orgs seek alternative u silicon could short supply beijing ban rare earth export four china top industry body published advice suggesting member source fewer semiconductor u silicon slinger supply chain issue caused sanction mean four china top industry body published advice suggesting member source fewer semiconductor u silicon slinger supply chain issue caused sanction mean lo 2600 char sanction,0.2263,positive,sanctions
2024-12-11T05:02:09Z,u name chinese national alleges behind 2020 attack sophos firewall also sanction employer outfit called sichuan silence linked ragnarok ransomware u department treasury justice named chinese business one employee actor behind 2020 exploit zero day flaw sophos f u department treasury justice named chinese business one employee actor behind 2020 exploit zero day flaw sophos firewall attack made po 3210 char sanction,-0.296,negative,sanctions
2024-11-27T02:17:04Z,u say drug cartel behind longstanding problem illegal fishing gulf mexico year u authority fisherman complaining illegal fishing red snapper gulf mexico revealed yahoo using ai generate takeaway article mean info may always match article reporting mistake help u improve experience generate key takeaway 3910 char sanction,-0.802,negative,sanctions
2024-12-16T18:00:13Z,walmart mexican unit face fine defies antitrust resolution regulator say mexico city reuters mexico antitrust watchdog cofece said monday could fine walmart local unit walmex 8 income mexico city reuters mexico antitrust watchdog cofece said monday could fine walmart local unit walmex 8 income comply resolution prohibiting ret 2396 char sanction,0.5267,positive,sanctions
2024-12-10T20:15:59Z,syria rebuilt pay year war sanction left much country ruin year war sanction left much country ruin year war sanction mean syria dire need reconstruction foreign funding essential along political stabilit 384 char sanction,-0.9741,negative,sanctions
2024-12-19T20:45:52Z,pakistan slam u sanction ballistic missile programme pakistan foreign ministry warns sanction dangerous implication strategic stability region pakistan denounced new u sanction country ballistic missile programme discriminatory said put region peace security risk pakistan ministry foreign affair 2440 char sanction,-0.3182,negative,sanctions
2024-12-18T16:42:56Z,supreme court hear argument potential u tiktok ban supreme court hear argument constitutionality federal law could ban tiktok united state washington supreme court wednesday said hear argument next month constitutionality federal law could ban tiktok united state chinese parent compa 2361 char sanction,-0.2263,negative,sanctions
2024-12-12T18:22:17Z,sean diddy comb accused sexually assaulting 3 men new lawsuit one men worked comb alleged former bos raped hotel sean diddy comb accused sexually assaulting three men including one former employee allegedly plied spiked alcoholic drink according new civil lawsuit filed thurs 1438 char sanction,-0.9545,negative,sanctions
2024-11-28T21:37:40Z,venezuela approves bill targeting domestic supporter u sanction assembly pass law would ban official support international sanction holding office 60 year venezuelan lawmaker approved measure would implement steeper penalty support u sanction government president nicolas maduro thursday country n 2060 char sanction,0.6597,positive,sanctions
